Date,High,Low,Open,Close,Volume,Adj Close
1993-08-13,45.15625,45.09375,45.09375,45.125,103500.0,26.898591995239258
1993-08-16,45.5,45.15625,45.15625,45.375,241800.0,27.04762077331543
1993-08-17,45.53125,45.34375,45.34375,45.53125,369300.0,27.140766143798828
1993-08-18,45.875,45.65625,45.6875,45.78125,414300.0,27.289783477783203
1993-08-19,45.8125,45.71875,45.8125,45.78125,28500.0,27.289783477783203
1993-08-20,45.8125,45.65625,45.6875,45.8125,80700.0,27.308406829833984
1993-08-23,45.75,45.625,45.625,45.71875,15600.0,27.252527236938477
1993-08-24,46.21875,45.71875,45.71875,46.21875,273400.0,27.550567626953125
1993-08-25,46.4375,46.15625,46.21875,46.25,242300.0,27.5692081451416
1993-08-26,46.53125,46.09375,46.28125,46.28125,120000.0,27.587827682495117
1993-08-27,46.25,46.15625,46.15625,46.25,25700.0,27.5692081451416
1993-08-30,46.5,46.28125,46.28125,46.4375,183500.0,27.68096160888672
1993-08-31,46.5625,46.34375,46.40625,46.5625,66500.0,27.755481719970703
1993-09-01,46.59375,46.40625,46.40625,46.5,136500.0,27.718225479125977
1993-09-02,46.59375,46.3125,46.53125,46.34375,472400.0,27.625080108642578
1993-09-03,46.4375,46.25,46.3125,46.375,630500.0,27.643705368041992
1993-09-07,46.4375,46.0,46.375,46.0625,196400.0,27.457435607910156
1993-09-08,46.0625,45.59375,46.0625,45.90625,269900.0,27.364307403564453
1993-09-09,46.03125,45.71875,45.71875,46.0,239200.0,27.420183181762695
1993-09-10,46.4375,46.0625,46.125,46.40625,106500.0,27.66234016418457
1993-09-13,46.5625,46.4375,46.5625,46.4375,66900.0,27.68096160888672
1993-09-14,46.3125,46.09375,46.3125,46.25,184500.0,27.5692081451416
1993-09-15,46.40625,45.90625,46.0625,46.375,101000.0,27.643705368041992
1993-09-16,46.34375,46.15625,46.3125,46.1875,54300.0,27.531944274902344
1993-09-17,45.90625,45.75,45.875,45.8125,200900.0,27.478567123413086
1993-09-20,45.96875,45.4375,45.875,45.4375,57800.0,27.25363540649414
1993-09-21,45.5625,44.8125,45.5,45.28125,318200.0,27.159912109375
1993-09-22,45.71875,45.375,45.4375,45.65625,439700.0,27.38483428955078
1993-09-23,45.9375,45.71875,45.78125,45.90625,88500.0,27.53479766845703
1993-09-24,45.875,45.71875,45.84375,45.78125,53500.0,27.459815979003906
1993-09-27,46.28125,46.125,46.125,46.28125,274600.0,27.759723663330078
1993-09-28,46.3125,46.15625,46.3125,46.1875,158300.0,27.70350456237793
1993-09-29,46.3125,45.96875,46.1875,46.03125,221000.0,27.60976791381836
1993-09-30,46.125,45.84375,46.03125,45.9375,99300.0,27.553539276123047
1993-10-01,46.21875,45.8125,45.875,46.15625,22700.0,27.684743881225586
1993-10-04,46.21875,46.09375,46.21875,46.21875,1038500.0,27.722232818603516
1993-10-05,46.3125,46.0,46.3125,46.15625,436500.0,27.684743881225586
1993-10-06,46.375,46.125,46.1875,46.125,209200.0,27.666004180908203
1993-10-07,46.1875,45.96875,46.1875,46.0,59400.0,27.591022491455078
1993-10-08,46.15625,45.71875,46.125,46.0625,54400.0,27.628520965576172
1993-10-11,46.25,46.15625,46.15625,46.15625,467100.0,27.684743881225586
1993-10-12,46.25,46.1875,46.21875,46.21875,26200.0,27.722232818603516
1993-10-13,46.25,46.15625,46.25,46.21875,139100.0,27.722232818603516
1993-10-14,46.8125,46.28125,46.40625,46.8125,108100.0,28.07836151123047
1993-10-15,47.15625,46.90625,47.03125,47.0625,1502500.0,28.228321075439453
1993-10-18,47.03125,46.875,47.03125,46.9375,722400.0,28.153350830078125
1993-10-19,46.96875,46.59375,46.875,46.59375,880100.0,27.947166442871094
1993-10-20,46.75,46.5625,46.75,46.65625,230400.0,27.984636306762695
1993-10-21,46.6875,46.53125,46.6875,46.59375,56200.0,27.947166442871094
1993-10-22,46.84375,46.375,46.65625,46.375,390700.0,27.815946578979492
1993-10-25,46.5625,46.28125,46.40625,46.5,114500.0,27.89093017578125
1993-10-26,46.5,46.3125,46.46875,46.46875,186200.0,27.872175216674805
1993-10-27,46.53125,46.40625,46.40625,46.5,118400.0,27.89093017578125
1993-10-28,46.96875,46.5625,46.5625,46.84375,129600.0,28.09710693359375
1993-10-29,46.875,46.78125,46.8125,46.84375,80700.0,28.09710693359375
1993-11-01,47.0,46.78125,46.78125,46.96875,36400.0,28.17207908630371
1993-11-02,47.0,46.65625,46.90625,46.9375,262100.0,28.153350830078125
1993-11-03,46.90625,46.125,46.90625,46.34375,479100.0,27.797210693359375
1993-11-04,46.34375,45.8125,46.34375,45.84375,130400.0,27.497299194335938
1993-11-05,46.0625,45.53125,45.71875,46.0625,363200.0,27.628520965576172
1993-11-08,46.25,45.96875,46.09375,46.125,367600.0,27.666004180908203
1993-11-09,46.46875,46.125,46.4375,46.15625,246900.0,27.684743881225586
1993-11-10,46.5,46.03125,46.15625,46.5,46500.0,27.89093017578125
1993-11-11,46.625,46.34375,46.5,46.375,88900.0,27.815946578979492
1993-11-12,46.75,46.4375,46.46875,46.59375,108200.0,27.947166442871094
1993-11-15,46.6875,46.4375,46.6875,46.5625,243300.0,27.92841148376465
1993-11-16,46.8125,46.46875,46.65625,46.78125,492600.0,28.059629440307617
1993-11-17,46.8125,46.40625,46.8125,46.53125,39600.0,27.909666061401367
1993-11-18,46.5625,46.28125,46.46875,46.40625,240800.0,27.83469009399414
1993-11-19,46.375,46.21875,46.25,46.3125,106000.0,27.778465270996094
1993-11-22,46.21875,45.875,46.1875,46.03125,165300.0,27.60976791381836
1993-11-23,46.3125,46.03125,46.28125,46.28125,89700.0,27.759723663330078
1993-11-24,46.5,46.34375,46.40625,46.46875,77200.0,27.872175216674805
1993-11-26,46.59375,46.46875,46.59375,46.5,1019800.0,27.89093017578125
1993-11-29,46.71875,46.3125,46.625,46.3125,517500.0,27.778465270996094
1993-11-30,46.5625,46.25,46.28125,46.34375,230000.0,27.797210693359375
1993-12-01,46.625,46.40625,46.59375,46.40625,379200.0,27.83469009399414
1993-12-02,46.5625,46.40625,46.5,46.53125,352000.0,27.909666061401367
1993-12-03,46.71875,46.5,46.5,46.71875,306000.0,28.02213478088379
1993-12-06,46.9375,46.78125,46.78125,46.875,99500.0,28.1158390045166
1993-12-07,46.90625,46.78125,46.875,46.84375,88800.0,28.09710693359375
1993-12-08,46.84375,46.78125,46.84375,46.84375,146700.0,28.09710693359375
1993-12-09,46.90625,46.625,46.84375,46.6875,416500.0,28.00338363647461
1993-12-10,46.71875,46.5,46.71875,46.59375,412900.0,27.947166442871094
1993-12-13,46.875,46.53125,46.59375,46.875,273200.0,28.1158390045166
1993-12-14,46.90625,46.53125,46.90625,46.53125,41900.0,27.909666061401367
1993-12-15,46.625,46.46875,46.59375,46.46875,82600.0,27.872175216674805
1993-12-16,46.65625,46.5625,46.65625,46.625,78200.0,27.965913772583008
1993-12-17,46.59375,46.375,46.40625,46.5625,104700.0,28.119586944580078
1993-12-20,46.65625,46.5,46.53125,46.625,68800.0,28.15733528137207
1993-12-21,46.5625,46.40625,46.5625,46.46875,205700.0,28.06298065185547
1993-12-22,46.8125,46.5,46.59375,46.78125,410300.0,28.25171661376953
1993-12-23,46.84375,46.6875,46.75,46.75,533800.0,28.232845306396484
1993-12-27,47.0,46.75,46.75,47.0,447100.0,28.383813858032227
1993-12-28,47.125,46.9375,46.96875,47.09375,880600.0,28.440427780151367
1993-12-29,47.15625,47.0,47.125,47.03125,266700.0,28.40266990661621
1993-12-30,47.0,46.75,47.0,46.84375,219900.0,28.28946876525879
1993-12-31,47.0,46.5625,46.9375,46.59375,312900.0,28.138471603393555
1994-01-03,46.65625,46.40625,46.59375,46.46875,960900.0,28.06298065185547
1994-01-04,46.65625,46.46875,46.53125,46.65625,164300.0,28.176218032836914
1994-01-05,46.78125,46.53125,46.71875,46.75,710900.0,28.232845306396484
1994-01-06,46.84375,46.6875,46.8125,46.75,201000.0,28.232845306396484
1994-01-07,47.0625,46.71875,46.84375,47.03125,775500.0,28.40266990661621
1994-01-10,47.59375,46.96875,47.09375,47.59375,593700.0,28.74237060546875
1994-01-11,47.5625,47.34375,47.5625,47.5,295200.0,28.685766220092773
1994-01-12,47.53125,47.1875,47.53125,47.34375,158400.0,28.591407775878906
1994-01-13,47.3125,47.15625,47.21875,47.21875,244300.0,28.515926361083984
1994-01-14,47.5,47.375,47.375,47.40625,137200.0,28.629154205322266
1994-01-17,47.46875,47.3125,47.40625,47.40625,17700.0,28.629154205322266
1994-01-18,47.53125,47.375,47.46875,47.46875,166400.0,28.666893005371094
1994-01-19,47.46875,47.25,47.40625,47.34375,200800.0,28.591407775878906
1994-01-20,47.5,47.375,47.40625,47.46875,281100.0,28.666893005371094
1994-01-21,47.53125,47.34375,47.53125,47.375,85600.0,28.610273361206055
1994-01-24,47.5625,47.1875,47.34375,47.1875,373800.0,28.49704933166504
1994-01-25,47.25,47.09375,47.21875,47.1875,310400.0,28.49704933166504
1994-01-26,47.34375,47.125,47.1875,47.3125,145100.0,28.57253074645996
1994-01-27,47.8125,47.34375,47.40625,47.75,344500.0,28.836732864379883
1994-01-28,48.03125,47.875,47.9375,47.875,356500.0,28.91221809387207
1994-01-31,48.3125,48.0,48.0625,48.21875,313800.0,29.119831085205078
1994-02-01,48.15625,47.90625,48.15625,47.96875,303600.0,28.968852996826172
1994-02-02,48.28125,48.09375,48.125,48.28125,307600.0,29.157567977905273
1994-02-03,48.1875,47.90625,48.1875,48.0625,466100.0,29.02547264099121
1994-02-04,48.125,46.96875,48.0625,46.96875,1403200.0,28.36493682861328
1994-02-07,47.3125,46.84375,46.84375,47.1875,516400.0,28.49704933166504
1994-02-08,47.28125,47.03125,47.28125,47.21875,188200.0,28.515926361083984
1994-02-09,47.4375,47.1875,47.25,47.40625,144600.0,28.629154205322266
1994-02-10,47.40625,47.0,47.375,47.0,883900.0,28.383813858032227
1994-02-11,47.28125,46.8125,47.03125,47.15625,519400.0,28.47817039489746
1994-02-14,47.375,47.0,47.0625,47.21875,2742100.0,28.515926361083984
1994-02-15,47.5,47.25,47.3125,47.46875,374700.0,28.666893005371094
1994-02-16,47.53125,47.34375,47.53125,47.4375,287600.0,28.648025512695312
1994-02-17,47.6875,47.03125,47.65625,47.15625,342400.0,28.47817039489746
1994-02-18,47.21875,46.75,47.1875,46.875,313300.0,28.308330535888672
1994-02-22,47.34375,47.0,47.0,47.34375,154500.0,28.591407775878906
1994-02-23,47.4375,47.0625,47.40625,47.21875,391700.0,28.515926361083984
1994-02-24,47.0625,46.5625,47.0625,46.59375,770800.0,28.138471603393555
1994-02-25,46.8125,46.5625,46.65625,46.8125,531300.0,28.270565032958984
1994-02-28,47.0625,46.8125,46.9375,46.8125,333000.0,28.270565032958984
1994-03-01,46.90625,46.375,46.8125,46.625,423600.0,28.15733528137207
1994-03-02,46.6875,45.90625,46.03125,46.6875,581500.0,28.19508934020996
1994-03-03,46.625,46.4375,46.625,46.5625,223200.0,28.119586944580078
1994-03-04,46.8125,46.40625,46.5625,46.6875,595800.0,28.19508934020996
1994-03-07,47.0,46.84375,46.84375,46.9375,539800.0,28.346073150634766
1994-03-08,46.96875,46.6875,46.96875,46.75,880300.0,28.232845306396484
1994-03-09,47.0,46.59375,46.8125,46.96875,2500100.0,28.36493682861328
1994-03-10,46.9375,46.4375,46.9375,46.59375,207400.0,28.138471603393555
1994-03-11,46.90625,46.40625,46.65625,46.84375,576600.0,28.28946876525879
1994-03-14,47.03125,46.84375,47.03125,46.90625,345900.0,28.327207565307617
1994-03-15,47.09375,46.84375,47.0,46.875,748600.0,28.308330535888672
1994-03-16,47.25,46.78125,46.9375,47.25,455500.0,28.53477668762207
1994-03-17,47.3125,47.09375,47.09375,47.25,133000.0,28.53477668762207
1994-03-18,47.03125,46.71875,46.75,46.96875,365500.0,28.52855110168457
1994-03-21,46.9375,46.71875,46.8125,46.84375,324800.0,28.452646255493164
1994-03-22,47.0625,46.75,46.84375,46.96875,435700.0,28.52855110168457
1994-03-23,47.0625,46.90625,46.9375,46.9375,698500.0,28.50958251953125
1994-03-24,46.84375,46.15625,46.75,46.375,1200500.0,28.167919158935547
1994-03-25,46.53125,45.9375,46.40625,45.9375,100900.0,27.90219497680664
1994-03-28,46.0625,45.59375,46.0,46.0,1117200.0,27.940141677856445
1994-03-29,46.03125,45.09375,46.0,45.09375,338400.0,27.389699935913086
1994-03-30,45.25,44.46875,45.125,44.46875,1123900.0,27.01006317138672
1994-03-31,44.6875,43.53125,44.46875,44.59375,788800.0,27.086002349853516
1994-04-04,44.03125,43.34375,43.34375,43.90625,2627300.0,26.668411254882812
1994-04-05,44.8125,44.34375,44.34375,44.8125,1179000.0,27.218856811523438
1994-04-06,44.90625,44.5,44.875,44.8125,516500.0,27.218856811523438
1994-04-07,45.125,44.53125,44.78125,45.03125,666100.0,27.351726531982422
1994-04-08,44.9375,44.46875,44.9375,44.6875,242400.0,27.142940521240234
1994-04-11,45.0625,44.703125,44.8125,44.875,203300.0,27.25682830810547
1994-04-12,45.0,44.71875,44.921875,44.8125,1409200.0,27.218856811523438
1994-04-13,44.90625,44.25,44.796875,44.578125,364100.0,27.076509475708008
1994-04-14,44.828125,44.40625,44.5,44.59375,419900.0,27.086002349853516
1994-04-15,44.78125,44.515625,44.578125,44.59375,387300.0,27.086002349853516
1994-04-18,44.765625,44.15625,44.640625,44.296875,369100.0,26.905672073364258
1994-04-19,44.53125,43.984375,44.25,44.359375,472200.0,26.943632125854492
1994-04-20,44.515625,44.078125,44.40625,44.3125,508000.0,26.915159225463867
1994-04-21,44.96875,44.34375,44.5,44.90625,200300.0,27.27581214904785
1994-04-22,45.046875,44.734375,45.015625,44.859375,301800.0,27.247339248657227
1994-04-25,45.359375,44.84375,44.84375,45.328125,394600.0,27.532054901123047
1994-04-26,45.34375,45.1875,45.265625,45.28125,399000.0,27.503583908081055
1994-04-28,45.25,44.8125,45.1875,44.953125,287000.0,27.304279327392578
1994-04-29,45.15625,44.8125,44.875,45.09375,481900.0,27.389699935913086
1994-05-02,45.71875,44.9375,45.09375,45.375,275000.0,27.56052017211914
1994-05-03,45.40625,45.0625,45.390625,45.328125,183400.0,27.532054901123047
1994-05-04,45.421875,45.078125,45.421875,45.25,401900.0,27.48458480834961
1994-05-05,45.375,45.1875,45.296875,45.1875,659800.0,27.446619033813477
1994-05-06,44.96875,44.59375,44.96875,44.75,216300.0,27.180912017822266
1994-05-09,44.75,44.28125,44.625,44.359375,499300.0,26.943632125854492
1994-05-10,44.84375,44.546875,44.578125,44.703125,583400.0,27.152435302734375
1994-05-11,44.71875,44.171875,44.65625,44.296875,210600.0,26.905672073364258
1994-05-12,44.625,44.40625,44.578125,44.515625,305200.0,27.038557052612305
1994-05-13,44.640625,44.296875,44.640625,44.515625,321300.0,27.038557052612305
1994-05-16,44.75,44.515625,44.609375,44.53125,450400.0,27.048046112060547
1994-05-17,45.1875,44.5,44.5625,45.1875,470200.0,27.446619033813477
1994-05-18,45.6875,45.015625,45.21875,45.515625,824800.0,27.645946502685547
1994-05-19,45.859375,45.421875,45.421875,45.734375,531000.0,27.778823852539062
1994-05-20,45.6875,45.5,45.65625,45.5625,370400.0,27.674402236938477
1994-05-23,45.53125,45.34375,45.515625,45.484375,262700.0,27.6269588470459
1994-05-24,45.84375,45.609375,45.609375,45.671875,549600.0,27.740848541259766
1994-05-25,45.828125,45.34375,45.5,45.796875,738200.0,27.81676483154297
1994-05-26,45.9375,45.734375,45.78125,45.828125,369600.0,27.83574867248535
1994-05-27,45.875,45.671875,45.75,45.875,162000.0,27.864219665527344
1994-05-31,45.90625,45.65625,45.734375,45.8125,160000.0,27.826265335083008
1994-06-01,46.015625,45.5625,45.703125,46.015625,200500.0,27.949626922607422
1994-06-02,46.046875,45.890625,46.046875,45.96875,55100.0,27.92116928100586
1994-06-03,46.390625,45.859375,46.0,46.234375,550400.0,28.082487106323242
1994-06-06,46.46875,46.1875,46.328125,46.21875,99300.0,28.0730037689209
1994-06-07,46.21875,46.03125,46.140625,46.15625,120600.0,28.035049438476562
1994-06-08,46.265625,45.78125,46.265625,45.78125,131900.0,27.80727767944336
1994-06-09,46.03125,45.890625,45.984375,46.03125,80500.0,27.959121704101562
1994-06-10,46.203125,46.078125,46.078125,46.109375,83100.0,28.00657844543457
1994-06-13,46.1875,46.03125,46.046875,46.171875,109700.0,28.044527053833008
1994-06-14,46.546875,46.3125,46.3125,46.53125,161000.0,28.262819290161133
1994-06-15,46.5625,46.3125,46.546875,46.34375,142800.0,28.148935317993164
1994-06-16,46.46875,46.296875,46.34375,46.4375,44000.0,28.205881118774414
1994-06-17,46.203125,45.8125,46.15625,45.875,403800.0,28.048446655273438
1994-06-20,45.625,45.4375,45.546875,45.484375,137400.0,27.80961036682129
1994-06-21,45.453125,44.90625,45.453125,45.09375,139200.0,27.570785522460938
1994-06-22,45.421875,45.171875,45.21875,45.265625,279900.0,27.67585563659668
1994-06-23,45.40625,44.9375,45.34375,45.0,922500.0,27.513452529907227
1994-06-24,44.78125,44.0,44.78125,44.0625,353800.0,26.940261840820312
1994-06-27,44.828125,44.015625,44.234375,44.828125,371200.0,27.40837860107422
